,spy,iwm,dia,qqq,ordnum
2002-08-14,92.22,77.68,87.47,24.04,623
2002-08-15,93.5,77.76,88.33,24.53,624
2002-08-16,93.22,78.95,87.73,24.7,625
2002-08-19,95.4,80.05,89.92,25.3,626
2002-08-20,94.39,79.65,89.0,25.19,627
2002-08-21,95.75,81.28,89.95,25.75,628
2002-08-22,96.68,81.8,90.63,26.16,629
2002-08-23,94.6,79.65,88.72,25.15,630
2002-08-26,95.26,81.1,89.33,25.25,631
2002-08-27,94.16,79.55,88.5,24.37,632
2002-08-28,92.1,78.0,87.08,23.48,633
2002-08-29,92.14,78.58,86.75,23.79,634
2002-08-30,91.78,78.05,86.52,23.49,635
2002-09-03,88.28,75.75,83.16,22.64,636
2002-09-04,89.54,77.35,84.14,22.73,637
2002-09-05,88.78,75.8,83.4,22.17,638
2002-09-06,90.0,78.3,84.52,22.85,639
2002-09-09,90.66,78.06,85.18,23.08,640
2002-09-10,91.7,78.55,86.49,23.65,641
2002-09-11,91.13,78.3,85.68,23.45,642
2002-09-12,89.45,77.0,84.14,22.81,643
2002-09-13,89.67,77.7,83.53,22.99,644
2002-09-16,89.89,76.8,84.15,22.66,645
2002-09-17,87.83,75.75,82.16,22.18,646
2002-09-18,86.95,75.55,81.42,21.93,647
2002-09-19,84.7,72.79,79.64,21.58,648
2002-09-20,84.35,73.1,79.67,21.67,649
2002-09-23,83.66,71.3,78.8,21.02,650
2002-09-24,82.31,70.75,77.07,21.03,651
2002-09-25,84.35,72.9,78.66,21.87,652
2002-09-26,85.73,73.86,79.81,21.6,653
2002-09-27,82.75,72.05,76.85,21.31,654
2002-09-30,81.79,71.55,76.0,20.72,655
2002-10-01,85.72,73.85,80.0,21.98,656
2002-10-02,83.15,72.05,77.92,21.25,657
2002-10-03,82.31,71.27,77.38,20.74,658
2002-10-04,80.8,69.3,75.96,20.35,659
2002-10-07,79.13,67.44,74.74,20.16,660
2002-10-08,80.37,67.95,75.39,20.2,661
2002-10-09,78.1,65.1,73.12,20.06,662
2002-10-10,80.63,67.0,75.42,21.08,663
2002-10-11,84.16,68.7,78.99,22.22,664
2002-10-14,84.63,69.16,78.94,22.48,665
2002-10-15,88.7,71.95,82.8,23.56,666
2002-10-16,86.55,70.15,80.8,22.78,667
2002-10-17,88.27,72.25,82.84,23.55,668
2002-10-18,88.64,72.4,83.1,23.81,669
2002-10-21,90.17,73.35,85.42,24.29,670
2002-10-22,89.52,72.41,84.73,24.14,671
2002-10-23,90.2,73.56,85.23,24.6,672
2002-10-24,88.36,72.85,83.03,23.98,673
2002-10-25,90.2,74.44,84.63,24.7,674
2002-10-28,89.61,73.6,84.03,24.49,675
2002-10-29,88.57,73.39,83.71,23.92,676
2002-10-30,89.43,74.65,84.35,24.56,677
2002-10-31,88.52,74.5,83.75,24.55,678
2002-11-01,90.27,76.25,85.3,25.25,679
2002-11-04,91.13,76.91,85.7,25.9,680
2002-11-05,91.85,77.04,86.9,26.1,681
2002-11-06,93.04,78.35,88.05,26.47,682
2002-11-07,90.76,76.49,86.05,25.54,683
2002-11-08,89.65,75.45,85.28,25.07,684
2002-11-11,88.26,73.62,83.96,24.31,685
2002-11-12,88.96,74.8,84.3,24.93,686
2002-11-13,89.05,75.2,84.6,25.23,687
2002-11-14,90.73,76.83,85.65,26.1,688
2002-11-15,91.4,76.8,85.88,26.44,689
2002-11-18,90.48,76.21,84.91,26.05,690
2002-11-19,90.36,75.94,85.06,25.65,691
2002-11-20,92.37,77.95,86.93,26.74,692
2002-11-21,94.09,79.47,88.74,27.73,693
2002-11-22,93.42,80.02,88.19,27.72,694
2002-11-25,93.48,80.55,88.48,27.99,695
2002-11-26,91.7,79.65,86.9,27.05,696
2002-11-27,94.28,81.82,89.53,27.91,697
2002-11-29,93.98,80.81,88.9,27.72,698
2002-12-02,94.13,81.43,88.87,28.0,699
2002-12-03,92.87,80.0,87.93,27.17,700
2002-12-04,92.45,79.21,87.75,26.57,701
2002-12-05,91.43,78.84,86.62,26.2,702
2002-12-06,92.03,79.16,86.83,26.47,703
2002-12-09,89.5,77.06,84.76,25.22,704
2002-12-10,90.7,78.56,85.75,25.6,705
2002-12-11,90.78,78.65,85.99,25.72,706
2002-12-12,90.77,78.97,85.65,25.86,707
2002-12-13,89.34,77.05,84.37,25.04,708
2002-12-16,91.65,78.43,86.7,25.85,709
2002-12-17,90.85,77.6,85.57,25.93,710
2002-12-18,89.8,76.36,84.8,25.38,711
2002-12-19,89.16,76.17,84.01,25.06,712
2002-12-20,89.99,77.03,85.35,25.32,713
2002-12-23,90.02,77.55,85.14,25.67,714
2002-12-24,89.36,77.4,84.63,25.35,715
2002-12-26,89.39,77.4,84.55,25.28,716
2002-12-27,87.38,76.14,82.96,24.82,717
2002-12-30,88.11,75.9,83.35,24.63,718
2002-12-31,88.23,75.81,83.51,24.37,719
2003-01-02,91.07,77.9,86.18,25.4,720
2003-01-03,91.35,77.77,86.36,25.68,721
2003-01-06,92.96,78.68,87.67,26.32,722
2003-01-07,92.73,78.27,87.72,26.65,723
2003-01-08,91.39,77.49,86.17,25.9,724
2003-01-09,92.81,78.63,87.78,26.7,725
2003-01-10,93.06,78.8,87.99,27.1,726
2003-01-13,93.03,78.98,88.09,26.94,727
2003-01-14,93.33,79.03,88.44,27.08,728
2003-01-15,92.4,78.85,87.68,26.74,729
2003-01-16,92.02,78.74,87.3,26.44,730
2003-01-17,90.66,77.26,86.11,25.31,731
2003-01-21,89.25,76.14,84.68,25.03,732
2003-01-22,88.17,75.48,83.36,24.93,733
2003-01-23,88.71,75.95,83.44,25.51,734
2003-01-24,86.38,74.38,81.4,24.82,735
2003-01-27,85.2,73.25,80.15,24.53,736
2003-01-28,85.83,73.85,80.76,24.78,737
2003-01-29,86.48,73.85,80.76,25.15,738
2003-01-30,84.43,73.2,79.3,24.5,739
2003-01-31,86.06,74.24,80.84,24.44,740
2003-02-03,86.23,73.6,81.12,24.49,741
2003-02-04,85.38,73.6,80.48,24.19,742
2003-02-05,84.85,73.05,80.12,24.08,743
2003-02-06,84.45,72.65,79.67,24.21,744
2003-02-07,83.42,71.32,78.85,23.81,745
2003-02-10,84.01,72.06,79.43,24.02,746
2003-02-11,83.43,71.86,78.7,24.15,747
2003-02-12,82.1,70.85,77.73,23.82,748
2003-02-13,82.35,70.66,78.02,23.94,749
2003-02-14,84.15,71.3,79.6,24.49,750
2003-02-18,85.63,72.73,80.85,25.25,751
2003-02-19,85.18,71.85,80.54,25.08,752
2003-02-20,84.33,71.7,79.62,24.98,753
2003-02-21,85.18,72.32,80.24,25.17,754
2003-02-24,83.8,71.21,78.71,24.74,755
2003-02-25,84.47,71.86,79.33,24.77,756
2003-02-26,83.24,71.5,78.26,24.22,757
2003-02-27,84.34,71.89,79.04,24.77,758
2003-02-28,84.9,72.01,79.31,25.16,759
2003-03-03,84.09,71.79,78.59,24.65,760
2003-03-04,82.75,70.86,77.26,24.5,761
2003-03-05,83.45,71.0,77.84,24.55,762
2003-03-06,82.75,70.42,76.87,24.49,763
2003-03-07,83.32,70.45,77.55,24.54,764
2003-03-10,81.32,69.24,75.78,24.01,765
2003-03-11,80.52,68.75,75.35,23.8,766
2003-03-12,81.06,68.9,75.75,24.23,767
2003-03-13,83.86,70.76,78.44,25.62,768
2003-03-14,84.13,70.85,78.96,25.72,769
2003-03-17,86.78,72.49,81.46,26.6,770
2003-03-18,87.29,73.44,82.14,26.93,771
2003-03-19,87.96,73.26,82.92,26.7,772
2003-03-20,88.15,73.74,83.12,26.8,773
2003-03-21,89.67,74.77,85.13,27.17,774
2003-03-24,86.69,73.17,82.24,26.04,775
2003-03-25,87.52,73.95,82.81,26.41,776
2003-03-26,87.08,73.04,82.38,26.56,777
2003-03-27,87.15,73.54,82.03,26.37,778
2003-03-28,86.71,73.5,81.57,26.08,779
2003-03-31,84.74,72.0,79.82,25.25,780
2003-04-01,86.04,73.25,80.79,25.45,781
2003-04-02,88.12,74.71,82.75,26.15,782
2003-04-03,87.7,74.75,82.37,26.48,783
2003-04-04,88.22,74.53,82.89,26.05,784
2003-04-07,88.05,74.58,82.93,26.09,785
2003-04-08,88.19,74.64,83.2,26.06,786
2003-04-09,87.03,74.23,82.24,25.46,787
2003-04-10,87.51,74.25,82.46,25.77,788
2003-04-11,87.15,73.84,82.2,25.51,789
2003-04-14,88.95,75.18,83.84,26.03,790
2003-04-15,89.78,75.99,84.4,26.28,791
2003-04-16,88.25,75.2,82.7,26.22,792
2003-04-17,89.56,76.35,83.48,26.82,793
2003-04-21,89.65,76.87,83.53,26.92,794
2003-04-22,91.34,77.93,84.92,27.43,795
2003-04-23,92.18,78.75,85.22,27.63,796
2003-04-24,91.36,78.35,84.44,27.48,797
2003-04-25,90.23,77.25,83.16,26.95,798
2003-04-28,91.79,78.62,84.79,27.48,799
2003-04-29,91.79,79.152,85.11,27.73,800
2003-04-30,91.91,79.4,84.86,27.45,801
2003-05-01,91.9,79.3,84.61,27.69,802
2003-05-02,93.21,81.3,85.81,28.28,803
2003-05-05,93.03,81.67,85.5,28.25,804
2003-05-06,93.91,82.45,85.99,28.61,805
2003-05-07,93.39,81.95,85.86,28.29,806
2003-05-08,92.45,81.27,85.13,27.77,807
2003-05-09,93.73,82.44,86.17,28.41,808
2003-05-12,94.88,83.34,87.34,28.84,809
2003-05-13,94.71,83.83,87.04,28.66,810
2003-05-14,94.51,83.78,86.84,28.6,811
2003-05-15,95.11,84.11,87.32,28.92,812
2003-05-16,94.87,83.07,86.99,28.7,813
2003-05-19,92.65,81.63,85.17,27.69,814
2003-05-20,92.46,81.61,85.07,27.77,815
2003-05-21,92.65,81.92,85.2,27.69,816
2003-05-22,93.57,82.75,86.04,28.09,817
2003-05-23,93.57,83.4,86.23,28.1,818
2003-05-27,95.4,85.36,87.87,29.1,819
2003-05-28,95.67,85.94,88.0,29.19,820
2003-05-29,95.42,86.49,87.4,29.31,821
2003-05-30,96.95,88.03,88.84,29.79,822
2003-06-02,97.35,88.49,89.34,29.58,823
2003-06-03,97.75,88.77,89.55,29.86,824
2003-06-04,99.16,89.98,90.71,30.42,825
2003-06-05,99.65,91.45,90.74,30.64,826
2003-06-06,99.26,90.4,90.87,30.13,827
2003-06-09,98.25,88.72,90.23,29.73,828
2003-06-10,99.25,90.05,91.03,30.18,829
2003-06-11,100.3,90.9,92.11,30.52,830
2003-06-12,100.61,91.41,92.43,30.65,831
2003-06-13,99.56,89.64,91.58,29.96,832
2003-06-16,101.66,91.15,93.5,30.88,833
2003-06-17,101.66,91.34,93.46,30.76,834
2003-06-18,101.57,91.28,93.26,30.92,835
2003-06-19,100.02,90.04,92.12,30.42,836
2003-06-20,99.44,89.27,91.84,30.38,837
2003-06-23,98.42,87.68,90.9,29.91,838
2003-06-24,98.52,87.65,91.19,29.68,839
2003-06-25,97.53,88.24,90.09,29.52,840
2003-06-26,98.8,89.75,90.83,30.22,841
2003-06-27,97.66,89.18,89.87,29.83,842
2003-06-30,97.63,88.9,89.91,29.95,843
2003-07-01,98.53,89.51,90.58,30.35,844
2003-07-02,99.77,91.75,91.66,30.97,845
2003-07-03,98.74,90.96,90.7,30.58,846
2003-07-07,100.7,92.85,92.36,31.89,847
2003-07-08,101.15,94.5,92.46,32.28,848
2003-07-09,100.58,95.2,91.83,32.2,849
2003-07-10,99.3,93.34,90.59,31.6,850
2003-07-11,100.24,94.63,91.39,31.84,851
2003-07-14,100.73,95.41,91.85,32.22,852
2003-07-15,100.51,95.15,91.59,32.26,853
2003-07-16,99.92,94.63,91.28,32.16,854
2003-07-17,98.5,91.63,90.72,31.18,855
2003-07-18,99.51,92.25,91.83,31.28,856
2003-07-21,98.28,91.45,91.15,30.88,857
2003-07-22,99.17,92.52,91.66,31.34,858
2003-07-23,99.24,93.15,92.06,31.6,859
2003-07-24,98.49,92.97,91.24,31.18,860
2003-07-25,100.23,93.65,92.91,31.8,861
2003-07-28,99.86,94.8,92.66,31.89,862
2003-07-29,99.4,94.85,92.27,31.65,863
2003-07-30,99.16,94.49,92.16,31.42,864
2003-07-31,99.39,94.68,92.47,31.8,865
2003-08-01,98.51,93.35,91.79,31.46,866
2003-08-04,98.51,92.41,91.94,31.45,867
2003-08-05,96.42,90.81,90.03,30.21,868
2003-08-06,96.98,90.4,90.66,30.19,869
2003-08-07,98.0,90.7,91.55,30.31,870
2003-08-08,98.28,90.5,92.19,30.07,871
2003-08-11,98.65,91.75,92.44,30.4,872
2003-08-12,99.55,93.29,93.25,30.86,873
2003-08-13,99.04,93.6,93.03,30.87,874
2003-08-14,99.31,94.21,93.1,30.9,875
2003-08-15,99.62,94.24,93.33,31.17,876
2003-08-18,100.48,96.11,94.28,31.97,877
2003-08-19,100.86,97.91,94.49,32.37,878
2003-08-20,100.45,97.86,94.18,32.29,879
2003-08-21,100.77,98.66,94.44,32.64,880
2003-08-22,99.77,96.92,93.71,32.44,881
2003-08-25,99.93,96.83,93.48,32.51,882
2003-08-26,100.11,97.2,93.6,32.54,883
2003-08-27,100.14,98.15,93.53,32.8,884
2003-08-28,100.76,98.8,93.97,33.09,885
2003-08-29,101.44,99.21,94.41,33.39,886
2003-09-02,102.8,101.5,95.46,33.87,887
2003-09-03,103.36,101.93,96.02,33.85,888
2003-09-04,103.41,102.35,96.21,34.16,889
2003-09-05,102.83,101.7,95.38,33.94,890
2003-09-08,103.68,103.11,96.12,34.5,891
2003-09-09,103.0,102.35,95.45,34.09,892
2003-09-10,101.96,100.33,94.68,33.27,893
2003-09-11,102.26,101.2,94.97,33.64,894
2003-09-12,102.45,101.41,95.05,33.82,895
2003-09-15,102.09,101.16,94.83,33.49,896
2003-09-16,103.58,102.67,96.0,34.4,897
2003-09-17,103.38,102.64,95.95,34.26,898
2003-09-18,104.6,103.71,96.95,34.78,899
2003-09-19,103.67,103.6,96.47,34.58,900
2003-09-22,102.55,102.18,95.56,33.92,901
2003-09-23,102.94,103.57,95.77,34.52,902
2003-09-24,101.11,101.01,94.44,33.22,903
2003-09-25,100.28,98.28,93.25,32.79,904
2003-09-26,99.95,96.6,93.3,32.58,905
2003-09-29,100.93,98.33,93.92,33.14,906
2003-09-30,99.95,97.05,93.13,32.42,907
2003-10-01,102.08,99.67,94.81,33.15,908
2003-10-02,102.45,100.63,95.19,33.26,909
2003-10-03,103.39,102.22,95.92,34.19,910
2003-10-06,103.86,103.1,96.2,34.44,911
2003-10-07,104.26,103.68,96.69,34.65,912
2003-10-08,104.0,102.87,96.73,34.43,913
2003-10-09,104.28,103.95,97.14,34.69,914
2003-10-10,104.57,103.82,97.29,35.01,915
2003-10-13,104.9,105.45,97.9,35.24,916
2003-10-14,105.27,106.14,98.36,35.33,917
2003-10-15,104.99,104.81,98.22,35.18,918
2003-10-16,105.41,105.75,98.18,35.46,919
2003-10-17,104.26,103.7,97.3,34.61,920
2003-10-20,105.04,104.22,97.97,35.04,921
2003-10-21,104.86,104.69,97.6,35.25,922
2003-10-22,103.54,102.4,96.21,34.57,923
2003-10-23,103.35,101.5,95.95,34.17,924
2003-10-24,103.58,101.25,96.18,34.2,925
2003-10-27,103.63,102.73,96.29,34.21,926
2003-10-28,105.04,105.2,97.63,35.36,927
2003-10-29,105.18,105.9,97.87,35.32,928
2003-10-30,105.4,106.2,98.3,35.39,929
2003-10-31,105.3,105.5,98.03,35.18,930
2003-11-03,105.99,107.29,98.51,35.76,931
2003-11-04,105.76,107.44,98.58,35.52,932
2003-11-05,105.84,107.97,98.56,35.84,933
2003-11-06,106.4,108.82,98.93,35.94,934
2003-11-07,105.61,107.99,98.11,35.63,935
2003-11-10,105.18,106.25,97.81,35.19,936
2003-11-11,105.15,105.52,97.62,35.06,937
2003-11-12,106.33,107.96,98.8,35.81,938
2003-11-13,106.36,108.25,98.72,35.77,939
2003-11-14,105.46,106.2,97.97,35.04,940
2003-11-17,104.93,104.91,97.54,34.68,941
2003-11-18,103.84,103.76,96.6,33.88,942
2003-11-19,104.72,104.85,97.38,34.21,943
2003-11-20,103.78,104.14,96.54,33.88,944
2003-11-21,104.21,105.29,96.49,34.23,945
2003-11-24,105.59,107.7,97.47,35.18,946
2003-11-25,105.99,108.35,97.68,35.18,947
2003-11-26,106.37,108.93,97.9,35.34,948
2003-11-28,106.45,109.45,98.08,35.38,949
2003-12-01,107.6,110.86,99.1,35.9,950
2003-12-02,107.33,110.69,98.75,35.7,951
2003-12-03,107.16,108.7,98.95,35.25,952
2003-12-04,107.6,108.95,99.45,35.63,953
2003-12-05,106.85,107.6,98.8,35.04,954
2003-12-08,107.57,108.4,99.81,35.24,955
2003-12-09,106.74,106.57,99.441,34.43,956
2003-12-10,106.73,105.61,99.6,34.56,957
2003-12-11,107.93,108.56,100.38,35.3,958
2003-12-12,108.14,108.96,100.63,35.24,959
2003-12-15,107.6,106.41,100.45,34.78,960
2003-12-16,108.16,107.12,101.5,34.85,961
2003-12-17,108.5,107.1,101.86,34.91,962
2003-12-18,109.72,108.75,102.81,35.56,963
2003-12-19,108.9,108.4,102.74,35.46,964
2003-12-22,109.66,109.61,103.61,35.57,965
2003-12-23,109.73,110.21,103.46,35.84,966
2003-12-24,109.62,110.08,103.2,35.9,967
2003-12-26,109.7,110.47,103.27,35.85,968
2003-12-29,111.16,112.15,104.68,36.44,969
2003-12-30,111.18,112.44,104.33,36.56,970
2003-12-31,111.28,110.8,104.57,36.46,971
2004-01-02,111.23,111.99,104.37,36.36,972
2004-01-05,112.44,113.3,105.58,37.09,973
2004-01-06,112.55,113.15,105.5,37.34,974
2004-01-07,112.93,114.35,105.55,37.68,975
2004-01-08,113.38,115.22,106.01,37.98,976
2004-01-09,112.39,114.3,104.69,37.73,977
2004-01-12,113.22,116.44,105.17,38.33,978
2004-01-13,112.56,115.95,104.5,37.95,979
2004-01-14,113.5,116.55,105.671,38.08,980
2004-01-15,113.78,116.85,105.96,38.18,981
2004-01-16,114.23,117.5,106.12,38.57,982
2004-01-20,114.2,118.91,105.46,38.54,983
2004-01-21,115.1,118.75,106.3,38.38,984
2004-01-22,114.8,118.08,106.49,38.15,985
2004-01-23,114.43,118.72,105.86,38.01,986
2004-01-26,115.87,119.9,107.18,38.59,987
2004-01-27,114.68,118.4,106.29,37.74,988
2004-01-28,113.37,116.55,105.07,37.1,989
2004-01-29,113.48,115.45,105.082,37.24,990
2004-01-30,113.48,115.6,105.08,37.07,991
2004-02-02,113.97,115.9,105.3,36.97,992
2004-02-03,113.78,115.25,105.15,36.93,993
2004-02-04,112.85,112.4,104.783,36.33,994
2004-02-05,113.18,113.45,105.13,36.47,995
2004-02-06,114.45,116.32,106.01,37.13,996
2004-02-09,114.48,116.55,106.12,37.12,997
2004-02-10,114.85,117.95,106.25,37.18,998
2004-02-11,116.07,118.67,107.4,37.58,999
2004-02-12,115.65,117.86,107.3,37.25,1000
2004-02-13,115.13,116.65,106.7,36.94,1001
2004-02-17,116.17,118.7,107.51,37.44,1002
2004-02-18,115.66,117.83,107.169,37.55,1003
2004-02-19,115.23,115.75,107.1,36.98,1004
2004-02-20,114.88,115.55,106.42,36.86,1005
2004-02-23,114.59,113.81,106.23,36.45,1006
2004-02-24,114.39,113.8,105.83,36.36,1007
2004-02-25,114.87,115.4,106.19,36.58,1008
2004-02-26,114.94,116.1,105.94,36.67,1009
2004-02-27,115.02,116.7,106.07,36.57,1010
2004-03-01,116.16,118.55,106.96,37.05,1011
2004-03-02,115.48,117.61,106.1,36.62,1012
2004-03-03,115.69,117.73,106.03,36.42,1013
2004-03-04,115.99,119.22,105.89,36.76,1014
2004-03-05,116.38,119.49,106.2,36.63,1015
2004-03-08,114.96,117.8,105.19,35.77,1016
2004-03-09,114.5,116.8,104.64,35.66,1017
2004-03-10,112.58,114.35,102.83,35.19,1018
2004-03-11,111.12,113.2,101.5,34.87,1019
2004-03-12,112.58,116.25,102.5,35.51,1020
2004-03-15,111.2,113.25,101.45,34.89,1021
2004-03-16,111.79,113.3,102.14,34.95,1022
2004-03-17,113.04,115.4,103.26,35.5,1023
2004-03-18,113.07,114.7,103.31,35.34,1024
2004-03-19,111.06,113.7,101.94,34.75,1025
2004-03-22,109.65,111.51,100.72,34.31,1026
2004-03-23,109.46,111.7,100.65,34.03,1027
2004-03-24,109.55,111.55,100.71,34.42,1028
2004-03-25,111.0,114.12,102.16,35.34,1029
2004-03-26,111.03,114.2,102.2,35.22,1030
2004-03-29,112.59,116.39,103.52,35.79,1031
2004-03-30,112.97,117.34,104.0,35.91,1032
2004-03-31,113.1,117.6,103.92,35.84,1033
2004-04-01,113.78,118.89,104.08,36.16,1034
2004-04-02,114.64,120.4,104.96,37.1,1035
2004-04-05,115.27,120.75,105.66,37.45,1036
2004-04-06,114.9,119.28,105.64,36.98,1037
2004-04-07,114.63,120.18,105.3,36.94,1038
2004-04-08,114.37,119.11,104.69,36.94,1039
2004-04-12,114.82,119.42,105.31,37.17,1040
2004-04-13,113.21,116.64,103.84,36.63,1041
2004-04-14,113.39,116.28,104.22,36.81,1042
2004-04-15,112.96,115.38,103.88,36.15,1043
2004-04-16,113.83,116.26,104.66,36.09,1044
2004-04-19,113.83,117.12,104.47,36.53,1045
2004-04-20,111.92,114.53,103.03,35.68,1046
2004-04-21,112.67,116.4,103.3,35.99,1047
2004-04-22,114.25,118.0,104.81,36.92,1048
2004-04-23,114.36,117.75,104.92,37.21,1049
2004-04-26,114.2,118.0,104.95,36.94,1050
2004-04-27,114.3,117.7,105.06,36.87,1051
2004-04-28,112.82,115.24,103.77,36.2,1052
2004-04-29,111.83,112.95,103.06,35.64,1053
2004-04-30,110.96,111.11,102.35,34.77,1054
2004-05-03,112.15,112.57,103.3,35.1,1055
2004-05-04,112.06,113.2,103.13,35.25,1056
2004-05-05,112.78,113.7,103.46,35.53,1057
2004-05-06,111.81,112.04,102.6,35.26,1058
2004-05-07,109.96,108.85,101.15,34.97,1059
2004-05-10,108.83,106.92,99.91,34.67,1060
2004-05-11,109.75,109.25,100.24,35.19,1061
2004-05-12,110.45,110.08,100.99,35.26,1062
2004-05-13,109.99,108.57,100.23,35.01,1063
2004-05-14,110.04,108.15,100.45,34.75,1064
2004-05-17,109.1,107.12,99.56,34.42,1065
2004-05-18,109.65,108.33,99.97,34.73,1066
2004-05-19,109.27,107.56,99.7,34.69,1067
2004-05-20,109.62,107.78,100.02,34.85,1068
2004-05-21,109.81,108.79,99.8,35.02,1069
2004-05-24,110.27,110.2,99.86,35.26,1070
2004-05-25,111.85,112.5,101.27,35.96,1071
2004-05-26,112.24,113.27,101.35,36.19,1072
2004-05-27,112.87,113.3,102.3,36.42,1073
2004-05-28,112.86,113.5,102.18,36.55,1074
2004-06-01,112.71,114.58,102.16,36.5,1075
2004-06-02,113.13,114.2,102.84,36.42,1076
2004-06-03,112.09,112.0,102.13,35.98,1077
2004-06-04,112.98,113.4,102.66,36.19,1078
2004-06-07,114.7,115.45,103.98,37.05,1079
2004-06-08,114.86,115.34,104.47,37.1,1080
2004-06-09,113.79,113.25,103.95,36.58,1081
2004-06-10,114.35,113.7,104.25,36.84,1082
2004-06-14,113.22,111.47,103.6,36.32,1083
2004-06-15,114.02,113.5,104.11,36.79,1084
2004-06-16,114.0,113.72,103.99,36.73,1085
2004-06-17,113.83,113.43,103.95,36.39,1086
2004-06-18,113.63,113.82,104.22,36.44,1087
2004-06-21,113.2,113.37,103.81,36.15,1088
2004-06-22,113.77,114.25,104.17,36.68,1089
2004-06-23,114.75,115.97,104.93,37.12,1090
2004-06-24,114.39,115.55,104.61,37.05,1091
2004-06-25,113.84,116.6,104.05,37.33,1092
2004-06-28,113.45,116.36,103.62,37.02,1093
2004-06-29,113.92,117.33,104.3,37.37,1094
2004-06-30,114.53,117.99,104.63,37.74,1095
2004-07-01,112.94,115.84,103.26,37.04,1096
2004-07-02,112.88,116.2,103.03,36.82,1097
2004-07-06,111.89,114.12,102.34,36.03,1098
2004-07-07,112.22,113.98,102.6,36.1,1099
2004-07-08,111.42,111.91,102.07,35.7,1100
2004-07-09,111.73,112.65,102.37,35.75,1101
2004-07-12,111.78,112.0,102.57,35.6,1102
2004-07-13,111.86,112.15,102.57,35.55,1103
2004-07-14,111.52,111.5,102.28,35.19,1104
2004-07-15,110.8,111.75,101.61,35.07,1105
2004-07-16,110.71,110.5,101.7,34.67,1106
2004-07-19,110.24,110.36,100.95,34.6,1107
2004-07-20,111.64,112.55,101.9,35.43,1108
2004-07-21,109.58,109.02,100.4,34.4,1109
2004-07-22,109.88,109.2,100.52,34.87,1110
2004-07-23,108.96,107.64,99.82,34.21,1111
2004-07-26,108.75,106.23,99.78,34.06,1112
2004-07-27,109.77,108.21,100.95,34.53,1113
2004-07-28,110.1,108.12,101.38,34.38,1114
2004-07-29,110.57,109.4,101.54,34.78,1115
2004-07-30,110.84,110.0,101.75,34.89,1116
2004-08-02,111.07,109.6,101.94,34.96,1117
2004-08-03,110.21,108.03,101.25,34.23,1118
2004-08-04,110.2,107.94,101.4,34.24,1119
2004-08-05,108.4,105.95,99.72,33.6,1120
2004-08-06,106.85,103.73,98.37,32.72,1121
2004-08-09,107.0,103.4,98.42,32.8,1122
2004-08-10,108.38,105.02,99.57,33.21,1123
2004-08-11,108.16,104.88,99.71,32.92,1124
2004-08-12,106.98,103.37,98.58,32.47,1125
2004-08-13,107.19,103.35,98.7,32.52,1126
2004-08-16,108.3,105.12,99.8,32.89,1127
2004-08-17,108.91,105.78,100.25,33.26,1128
2004-08-18,110.03,108.04,101.22,33.85,1129
2004-08-19,109.71,107.12,100.85,33.67,1130
2004-08-20,110.48,109.02,101.25,34.01,1131
2004-08-23,110.2,108.62,100.9,34.09,1132
2004-08-24,110.35,108.92,101.22,34.08,1133
2004-08-25,111.1,109.35,101.88,34.55,1134
2004-08-26,111.1,108.9,101.87,34.4,1135
2004-08-27,111.45,109.76,102.16,34.56,1136
2004-08-30,110.53,108.51,101.41,33.98,1137
2004-08-31,111.11,108.34,101.89,34.02,1138
2004-09-01,111.32,110.25,101.88,34.27,1139
2004-09-02,112.58,112.19,103.04,34.78,1140
2004-09-03,112.12,110.95,102.86,34.14,1141
2004-09-07,112.86,112.35,103.64,34.43,1142
2004-09-08,112.58,111.75,103.49,34.3,1143
2004-09-09,112.48,112.68,103.0,34.59,1144
2004-09-10,113.06,113.72,103.23,35.12,1145
2004-09-13,113.43,114.33,103.5,35.58,1146
2004-09-14,113.66,114.1,103.5,35.63,1147
2004-09-15,112.8,113.41,102.54,35.25,1148
2004-09-16,113.14,114.63,102.75,35.32,1149
2004-09-17,113.15,114.43,103.01,35.43,1150
2004-09-20,112.47,113.92,102.15,35.43,1151
2004-09-21,112.96,114.78,102.37,35.57,1152
2004-09-22,111.55,112.84,101.1,34.95,1153
2004-09-23,110.95,112.73,100.45,34.92,1154
2004-09-24,111.46,112.67,100.72,34.8,1155
2004-09-27,110.75,111.47,100.16,34.5,1156
2004-09-28,111.28,112.8,100.89,34.57,1157
2004-09-29,111.84,113.85,101.47,35.08,1158
2004-09-30,111.76,113.85,100.87,35.14,1159
2004-10-01,113.65,116.72,102.16,36.1,1160
2004-10-04,113.84,117.38,102.31,36.31,1161
2004-10-05,113.9,117.27,102.04,36.36,1162
2004-10-06,114.62,118.03,102.64,36.65,1163
2004-10-07,113.45,116.06,101.44,36.24,1164
2004-10-08,112.51,114.6,100.7,35.58,1165
2004-10-11,112.97,115.14,101.14,35.75,1166
2004-10-12,112.53,114.87,101.05,35.69,1167
2004-10-13,111.54,113.2,100.08,35.61,1168
2004-10-14,110.64,112.46,99.18,35.45,1169
2004-10-15,111.26,113.62,99.47,35.63,1170
2004-10-18,111.68,114.1,99.63,36.14,1171
2004-10-19,110.74,112.92,99.1,35.88,1172
2004-10-20,110.52,113.51,98.89,36.05,1173
2004-10-21,111.24,114.95,98.94,36.6,1174
